IDX	LABEL	PC	UI	CLKTA CS0 CS1 CA WCKT	RDQS	DMI0	DMI1	DATA_e	DATA_o 
00074A          -   1353  4 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353  5 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353  6 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353  7 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353  8 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353  9 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353 10 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353 11 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353 12 0 1 0 0011000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353 13 0 1 0 0011000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353 14 1 0 0 0000001_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074A          -   1353 15 1 0 0 0000001_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  0 0 1 0 1000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  1 0 1 0 1000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  2 1 0 0 1000100_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  3 1 0 0 1000100_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  4 0 1 0 0011000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  5 0 1 0 0011000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  6 1 0 0 0000001_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  7 1 0 0 0000001_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  8 0 1 0 1000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354  9 0 1 0 1000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354 10 1 0 0 1010100_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354 11 1 0 0 1010100_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354 12 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354 13 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354 14 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074B          -   1354 15 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  0 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  1 0 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  2 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  3 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  4 0 1 0 0011000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  5 0 1 0 0011000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  6 1 0 0 0000001_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  7 1 0 0 0000001_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  8 0 1 0 1000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355  9 0 1 0 1000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355 10 1 0 0 1010100_ 10_ --_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355 11 1 0 0 1010100_ 10_ --_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355 12 0 0 0 0000000_ 10_ --_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355 13 0 0 0 0000000_ 10_ --_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355 14 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074C          -   1355 15 1 0 0 0000000_ 10_ 00_ 00_ 00_ 0x0000 0x0000 
00074D          -   1356  0 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074D          -   1356  1 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074D          -   1356  2 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074D          -   1356  3 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074D          -   1356  4 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074D          -   1356  5 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074D          -   1356  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074D          -   1356  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074D          -   1356  8 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074D          -   1356  9 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074D          -   1356 10 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
00074D          -   1356 11 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
00074D          -   1356 12 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074D          -   1356 13 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074D          -   1356 14 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074D          -   1356 15 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074E          -   1357  0 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074E          -   1357  1 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074E          -   1357  2 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074E          -   1357  3 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074E          -   1357  4 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074E          -   1357  5 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074E          -   1357  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074E          -   1357  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074E          -   1357  8 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074E          -   1357  9 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074E          -   1357 10 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
00074E          -   1357 11 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
00074E          -   1357 12 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074E          -   1357 13 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074E          -   1357 14 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074E          -   1357 15 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074F          -   1358  0 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074F          -   1358  1 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074F          -   1358  2 1 0 0 1001100_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074F          -   1358  3 1 0 0 1001100_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074F          -   1358  4 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074F          -   1358  5 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074F          -   1358  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074F          -   1358  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
00074F          -   1358  8 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074F          -   1358  9 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
00074F          -   1358 10 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074F          -   1358 11 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074F          -   1358 12 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074F          -   1358 13 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
00074F          -   1358 14 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
00074F          -   1358 15 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
000750          -   1359  0 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000750          -   1359  1 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000750          -   1359  2 1 0 0 1001100_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000750          -   1359  3 1 0 0 1001100_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000750          -   1359  4 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000750          -   1359  5 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000750          -   1359  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000750          -   1359  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000750          -   1359  8 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000750          -   1359  9 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000750          -   1359 10 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000750          -   1359 11 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000750          -   1359 12 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000750          -   1359 13 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000750          -   1359 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000750          -   1359 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000751          -   1360  0 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000751          -   1360  1 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000751          -   1360  2 1 0 0 1001100_ 10_ --_ --_ --_ 0x0000 0x0000 
000751          -   1360  3 1 0 0 1001100_ 10_ --_ --_ --_ 0x0000 0x0000 
000751          -   1360  4 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000751          -   1360  5 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000751          -   1360  6 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000751          -   1360  7 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000751          -   1360  8 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000751          -   1360  9 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000751          -   1360 10 1 0 0 1011100_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000751          -   1360 11 1 0 0 1011100_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000751          -   1360 12 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000751          -   1360 13 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000751          -   1360 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000751          -   1360 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000752          -   1361  0 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000752          -   1361  1 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000752          -   1361  2 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000752          -   1361  3 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000752          -   1361  4 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000752          -   1361  5 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000752          -   1361  6 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
000752          -   1361  7 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
000752          -   1361  8 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000752          -   1361  9 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000752          -   1361 10 1 0 0 1011100_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000752          -   1361 11 1 0 0 1011100_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000752          -   1361 12 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000752          -   1361 13 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000752          -   1361 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000752          -   1361 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000753          -   1362  0 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000753          -   1362  1 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000753          -   1362  2 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000753          -   1362  3 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000753          -   1362  4 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000753          -   1362  5 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000753          -   1362  6 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000753          -   1362  7 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000753          -   1362  8 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000753          -   1362  9 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000753          -   1362 10 1 0 0 1011100_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000753          -   1362 11 1 0 0 1011100_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000753          -   1362 12 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000753          -   1362 13 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000753          -   1362 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000753          -   1362 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000754          -   1363  0 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000754          -   1363  1 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000754          -   1363  2 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000754          -   1363  3 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000754          -   1363  4 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000754          -   1363  5 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000754          -   1363  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000754          -   1363  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000754          -   1363  8 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000754          -   1363  9 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000754          -   1363 10 1 0 0 1011100_ 10_ --_ --_ --_ 0x0000 0x0000 
000754          -   1363 11 1 0 0 1011100_ 10_ --_ --_ --_ 0x0000 0x0000 
000754          -   1363 12 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000754          -   1363 13 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000754          -   1363 14 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000754          -   1363 15 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000755          -   1364  0 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000755          -   1364  1 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000755          -   1364  2 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000755          -   1364  3 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000755          -   1364  4 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000755          -   1364  5 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000755          -   1364  6 1 0 0 0000001_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000755          -   1364  7 1 0 0 0000001_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000755          -   1364  8 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000755          -   1364  9 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000755          -   1364 10 1 0 0 1011100_ 10_ --_ --_ --_ 0x0000 0x0000 
000755          -   1364 11 1 0 0 1011100_ 10_ --_ --_ --_ 0x0000 0x0000 
000755          -   1364 12 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000755          -   1364 13 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000755          -   1364 14 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000755          -   1364 15 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000756          -   1365  0 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000756          -   1365  1 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000756          -   1365  2 1 0 0 1010100_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000756          -   1365  3 1 0 0 1010100_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000756          -   1365  4 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000756          -   1365  5 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000756          -   1365  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000756          -   1365  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x6667 
000756          -   1365  8 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000756          -   1365  9 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x9998 
000756          -   1365 10 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000756          -   1365 11 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000756          -   1365 12 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000756          -   1365 13 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000756          -   1365 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000756          -   1365 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000757          -   1366  0 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000757          -   1366  1 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000757          -   1366  2 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
000757          -   1366  3 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
000757          -   1366  4 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000757          -   1366  5 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000757          -   1366  6 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000757          -   1366  7 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000757          -   1366  8 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000757          -   1366  9 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000757          -   1366 10 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000757          -   1366 11 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000757          -   1366 12 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000757          -   1366 13 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000757          -   1366 14 1 0 0 0000001_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000757          -   1366 15 1 0 0 0000001_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000758          -   1367  0 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000758          -   1367  1 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000758          -   1367  2 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
000758          -   1367  3 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
000758          -   1367  4 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000758          -   1367  5 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
000758          -   1367  6 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000758          -   1367  7 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000758          -   1367  8 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000758          -   1367  9 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000758          -   1367 10 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000758          -   1367 11 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000758          -   1367 12 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000758          -   1367 13 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000758          -   1367 14 1 0 0 0000001_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000758          -   1367 15 1 0 0 0000001_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000759          -   1368  0 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000759          -   1368  1 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000759          -   1368  2 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
000759          -   1368  3 1 0 0 1010100_ 10_ --_ --_ --_ 0x0000 0x0000 
000759          -   1368  4 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000759          -   1368  5 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
000759          -   1368  6 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
000759          -   1368  7 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
000759          -   1368  8 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000759          -   1368  9 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
000759          -   1368 10 1 0 0 1000100_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000759          -   1368 11 1 0 0 1000100_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
000759          -   1368 12 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000759          -   1368 13 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000759          -   1368 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
000759          -   1368 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075A          -   1369  0 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075A          -   1369  1 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075A          -   1369  2 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00075A          -   1369  3 1 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00075A          -   1369  4 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
00075A          -   1369  5 0 1 0 0011000_ 10_ --_ --_ --_ 0x0000 0x0000 
00075A          -   1369  6 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075A          -   1369  7 1 0 0 0000001_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075A          -   1369  8 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075A          -   1369  9 0 1 0 1000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075A          -   1369 10 1 0 0 1000100_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075A          -   1369 11 1 0 0 1000100_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075A          -   1369 12 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075A          -   1369 13 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075A          -   1369 14 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075A          -   1369 15 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075B          -   1370  0 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075B          -   1370  1 0 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075B          -   1370  2 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075B          -   1370  3 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075B          -   1370  4 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075B          -   1370  5 0 1 0 0011000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075B          -   1370  6 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075B          -   1370  7 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x9998 0x9998 
00075B          -   1370  8 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075B          -   1370  9 0 1 0 1000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
00075B          -   1370 10 1 0 0 1000100_ 10_ --_ --_ --_ 0x0000 0x0000 
00075B          -   1370 11 1 0 0 1000100_ 10_ --_ --_ --_ 0x0000 0x0000 
00075B          -   1370 12 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00075B          -   1370 13 0 0 0 0000000_ 10_ --_ --_ --_ 0x0000 0x0000 
00075B          -   1370 14 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075B          -   1370 15 1 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075C          -   1371  0 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075C          -   1371  1 0 0 0 0000000_ 10_ 00_ --_ --_ 0x0000 0x0000 
00075C          -   1371  2 1 0 0 0000000_ 10_ 10_ 00_ 00_ 0x6667 0x6667 
